country,cause,year,total,,,,
Netherlands,"Symptoms, signs, ill-defined causes",1985,36.6,,,,
Netherlands,Accidental poisoning,1985,0.5,,,,
Netherlands,HIV-AIDS,1985,0.2,,,,
Netherlands,"Endocrine, nutritional and metabolic diseases",1985,30.2,,,,
Netherlands,Hodgkin’s disease,1985,1.2,,,,
Netherlands,"Malignant neoplasms of colon, rectum and anus",1985,37.5,,,,
Netherlands,External causes of mortality,1985,46.9,,,,
Netherlands,Malignant neoplasms of liver,1985,1.6,,,,
Netherlands,"Malignant neoplasms of trachea, bronchus, lung",1985,75.2,,,,
Netherlands,Diseases of the respiratory system,1985,95.2,,,,
Netherlands,Total,1986,1205.6,,,,
Netherlands,Ischaemic heart diseases,1986,239.6,,,,
Netherlands,Diseases of the digestive system,1986,43.2,,,,
Netherlands,Diseases of the nervous system,1986,21.7,,,,
Netherlands,Malignant neoplasms of pancreas,1986,15.2,,,,
Netherlands,Peptic ulcer,1986,5.4,,,,
Netherlands,Diseases of the genitourinary system,1986,26.7,,,,
Netherlands,Neoplasms,1986,315.6,,,,
Netherlands,Accidents,1986,32,,,,
Netherlands,Influenza,1986,5.3,,,,
Netherlands,Pneumonia,1986,36.5,,,,
Netherlands,Diseases of the circulatory system,1986,525.7,,,,
Netherlands,Malignant neoplasms,1986,312.4,,,,
Netherlands,Assault,1986,1,,,,
Netherlands,Acute myocardial infarction,1986,187.9,,,,
Netherlands,Leukemia,1986,8.8,,,,
Netherlands,Intentional self-harm,1986,12.1,,,,
Netherlands,Parkinson's disease,1986,11.5,,,,
Netherlands,Diseases of the musculoskeletal system and connective tissue,1986,7,,,,
Netherlands,Diseases of the skin and subcutaneous tissue,1986,4.7,,,,
Netherlands,Malignant melanoma of skin,1986,2.8,,,,
Netherlands,Dementia,1986,5.2,,,,
Netherlands,"Congenital malformations, deformations and chromosomal abnormalities",1986,5.3,,,,
Netherlands,Certain infectious and parasitic diseases,1986,7.2,,,,
Netherlands,Mental and behavioural disorders,1986,6.2,,,,
Netherlands,Malignant neoplasms of stomach,1986,22,,,,
Netherlands,Chronic obstructive pulmonary diseases,1986,51.7,,,,
Netherlands,Certain conditions originating in the perinatal period,1986,3.6,,,,
Netherlands,Diabetes mellitus,1986,33.3,,,,
Netherlands,Tuberculosis,1986,0.4,,,,
Netherlands,Accidental falls,1986,16.2,,,,
Netherlands,Transport Accidents,1986,11.1,,,,
Netherlands,Chronic liver diseases and cirrhosis,1986,6.8,,,,
Netherlands,Cerebrovascular diseases,1986,119.8,,,,
Netherlands,Diseases of the blood and blood-forming organs,1986,4.7,,,,
Netherlands,Malignant neoplasms of bladder,1986,10.1,,,,
Netherlands,"Symptoms, signs, ill-defined causes",1986,47.3,,,,
Netherlands,Accidental poisoning,1986,0.6,,,,
Netherlands,HIV-AIDS,1986,0.4,,,,
Netherlands,"Endocrine, nutritional and metabolic diseases",1986,40,,,,
Netherlands,Hodgkin’s disease,1986,1.3,,,,
Netherlands,"Malignant neoplasms of colon, rectum and anus",1986,37.1,,,,
Netherlands,External causes of mortality,1986,46.5,,,,
Netherlands,Malignant neoplasms of liver,1986,1.5,,,,
Netherlands,"Malignant neoplasms of trachea, bronchus, lung",1986,76.3,,,,
Netherlands,Diseases of the respiratory system,1986,100.6,,,,
Netherlands,Total,1987,1150.8,,,,
Netherlands,Ischaemic heart diseases,1987,224.8,,,,
Netherlands,Diseases of the digestive system,1987,41.3,,,,
Netherlands,Diseases of the nervous system,1987,20.8,,,,
Netherlands,Malignant neoplasms of pancreas,1987,14.9,,,,
Netherlands,Peptic ulcer,1987,4.7,,,,
Netherlands,Diseases of the genitourinary system,1987,23.8,,,,
Netherlands,Neoplasms,1987,320.9,,,,
Netherlands,Accidents,1987,30.6,,,,
Netherlands,Influenza,1987,1.1,,,,
Netherlands,Pneumonia,1987,29.1,,,,
Netherlands,Malignant neoplasms,1987,317.2,,,,
Netherlands,Assault,1987,0.9,,,,
Netherlands,Acute myocardial infarction,1987,176.8,,,,
Netherlands,Leukemia,1987,9.2,,,,
Netherlands,Intentional self-harm,1987,12,,,,
Netherlands,Parkinson's disease,1987,10.6,,,,
Netherlands,Diseases of the musculoskeletal system and connective tissue,1987,7.9,,,,
Netherlands,Diseases of the skin and subcutaneous tissue,1987,4.3,,,,
Netherlands,Malignant melanoma of skin,1987,2.7,,,,
Netherlands,Dementia,1987,6.5,,,,
Netherlands,"Congenital malformations, deformations and chromosomal abnormalities",1987,5.3,,,,
Netherlands,Certain infectious and parasitic diseases,1987,6.9,,,,
Netherlands,Mental and behavioural disorders,1987,7.5,,,,
Netherlands,Malignant neoplasms of stomach,1987,22,,,,
Netherlands,Chronic obstructive pulmonary diseases,1987,48.9,,,,
Netherlands,Certain conditions originating in the perinatal period,1987,3.5,,,,
Netherlands,Diabetes mellitus,1987,34.2,,,,
Netherlands,Tuberculosis,1987,0.3,,,,
Netherlands,Accidental falls,1987,15.8,,,,
Netherlands,Transport Accidents,1987,10.4,,,,
Netherlands,Diseases of the circulatory system,1987,492.4,,,,
Netherlands,Chronic liver diseases and cirrhosis,1987,6.7,,,,
Netherlands,Cerebrovascular diseases,1987,115.3,,,,
Netherlands,Diseases of the blood and blood-forming organs,1987,4.8,,,,
Netherlands,Malignant neoplasms of bladder,1987,10.1,,,,
Netherlands,"Symptoms, signs, ill-defined causes",1987,40,,,,
Netherlands,Accidental poisoning,1987,0.2,,,,
Netherlands,HIV-AIDS,1987,0.7,,,,
Netherlands,"Endocrine, nutritional and metabolic diseases",1987,41.9,,,,
Netherlands,Hodgkin’s disease,1987,1.2,,,,
Netherlands,"Malignant neoplasms of colon, rectum and anus",1987,39.9,,,,
Netherlands,External causes of mortality,1987,44.7,,,,
Netherlands,Malignant neoplasms of liver,1987,1.7,,,,
Netherlands,"Malignant neoplasms of trachea, bronchus, lung",1987,74.6,,,,
Netherlands,Diseases of the respiratory system,1987,85.4,,,,
Netherlands,Total,1988,1146.9,,,,
Netherlands,Ischaemic heart diseases,1988,215.1,,,,
Netherlands,Diseases of the digestive system,1988,42.1,,,,
Netherlands,Diseases of the nervous system,1988,22.9,,,,
Netherlands,Malignant neoplasms of pancreas,1988,15.3,,,,
Netherlands,Peptic ulcer,1988,4.9,,,,
Netherlands,Diseases of the genitourinary system,1988,23.1,,,,
Netherlands,Neoplasms,1988,318.2,,,,
Netherlands,Accidents,1988,29,,,,
Netherlands,Influenza,1988,0.8,,,,
Netherlands,Pneumonia,1988,26.5,,,,
Netherlands,Malignant neoplasms,1988,314.6,,,,
Netherlands,Assault,1988,0.8,,,,
Netherlands,Acute myocardial infarction,1988,166.9,,,,
Netherlands,Leukemia,1988,8.7,,,,
Netherlands,Intentional self-harm,1988,11.2,,,,
Netherlands,Parkinson's disease,1988,11.4,,,,
Netherlands,Diseases of the musculoskeletal system and connective tissue,1988,8.9,,,,
Netherlands,Diseases of the skin and subcutaneous tissue,1988,4.5,,,,
Netherlands,Malignant melanoma of skin,1988,2.8,,,,
Netherlands,Dementia,1988,7,,,,
Netherlands,"Congenital malformations, deformations and chromosomal abnormalities",1988,4.8,,,,
Netherlands,Certain infectious and parasitic diseases,1988,6.8,,,,
Netherlands,Mental and behavioural disorders,1988,8.1,,,,
Netherlands,Malignant neoplasms of stomach,1988,21.2,,,,
Netherlands,Chronic obstructive pulmonary diseases,1988,51.1,,,,
Netherlands,Certain conditions originating in the perinatal period,1988,3.5,,,,
Netherlands,Diabetes mellitus,1988,33.7,,,,
Netherlands,Tuberculosis,1988,0.4,,,,
Netherlands,Accidental falls,1988,15.3,,,,
Netherlands,Transport Accidents,1988,9.7,,,,
Netherlands,Diseases of the circulatory system,1988,489.5,,,,
Netherlands,Chronic liver diseases and cirrhosis,1988,6.3,,,,
Netherlands,Cerebrovascular diseases,1988,117.4,,,,
Netherlands,Diseases of the blood and blood-forming organs,1988,4.9,,,,
Netherlands,Malignant neoplasms of bladder,1988,10.2,,,,
Netherlands,"Symptoms, signs, ill-defined causes",1988,42.5,,,,
Netherlands,Accidental poisoning,1988,0.3,,,,
Netherlands,HIV-AIDS,1988,0.9,,,,
Netherlands,"Endocrine, nutritional and metabolic diseases",1988,41.4,,,,
Netherlands,Hodgkin’s disease,1988,0.9,,,,
Netherlands,"Malignant neoplasms of colon, rectum and anus",1988,37,,,,
Netherlands,External causes of mortality,1988,42.3,,,,
Netherlands,Malignant neoplasms of liver,1988,1.6,,,,
Netherlands,"Malignant neoplasms of trachea, bronchus, lung",1988,75.5,,,,
Netherlands,Diseases of the respiratory system,1988,84.2,,,,
Netherlands,Total,1989,1171.8,,,,
Netherlands,Ischaemic heart diseases,1989,205.1,,,,
Netherlands,Diseases of the digestive system,1989,44,,,,
Netherlands,Diseases of the nervous system,1989,24.5,,,,
Netherlands,Malignant neoplasms of pancreas,1989,14.8,,,,
Netherlands,Peptic ulcer,1989,4.3,,,,
Netherlands,Diseases of the genitourinary system,1989,24,,,,
Netherlands,Neoplasms,1989,315.6,,,,
Netherlands,Accidents,1989,31.8,,,,
Netherlands,Influenza,1989,4.2,,,,
Netherlands,Pneumonia,1989,32.2,,,,
Netherlands,Malignant neoplasms,1989,310.2,,,,
Netherlands,Assault,1989,1,,,,
Netherlands,Acute myocardial infarction,1989,157.6,,,,
Netherlands,Leukemia,1989,8.9,,,,
Netherlands,Intentional self-harm,1989,10.9,,,,
Netherlands,Parkinson's disease,1989,11.9,,,,
Netherlands,Diseases of the musculoskeletal system and connective tissue,1989,9.1,,,,
Netherlands,Diseases of the skin and subcutaneous tissue,1989,5,,,,
Netherlands,Malignant melanoma of skin,1989,2.7,,,,
Netherlands,Dementia,1989,7.5,,,,
Netherlands,"Congenital malformations, deformations and chromosomal abnormalities",1989,4.6,,,,
Netherlands,Certain infectious and parasitic diseases,1989,8.3,,,,
Netherlands,Mental and behavioural disorders,1989,9,,,,
Netherlands,Malignant neoplasms of stomach,1989,19.9,,,,
Netherlands,Chronic obstructive pulmonary diseases,1989,56.6,,,,
Netherlands,Certain conditions originating in the perinatal period,1989,3.7,,,,
Netherlands,Diabetes mellitus,1989,34.2,,,,
Netherlands,Tuberculosis,1989,0.4,,,,
Netherlands,Accidental falls,1989,16.7,,,,
Netherlands,Transport Accidents,1989,10.4,,,,
Netherlands,Diseases of the circulatory system,1989,482.1,,,,
Netherlands,Chronic liver diseases and cirrhosis,1989,6.7,,,,
Netherlands,Cerebrovascular diseases,1989,116.8,,,,
Netherlands,Diseases of the blood and blood-forming organs,1989,5.3,,,,
Netherlands,Malignant neoplasms of bladder,1989,9.9,,,,
Netherlands,"Symptoms, signs, ill-defined causes",1989,49.1,,,,
Netherlands,Accidental poisoning,1989,0.3,,,,
Netherlands,HIV-AIDS,1989,1.3,,,,
Netherlands,"Endocrine, nutritional and metabolic diseases",1989,43.4,,,,
Netherlands,Hodgkin’s disease,1989,0.9,,,,
Netherlands,"Malignant neoplasms of colon, rectum and anus",1989,36.5,,,,
Netherlands,External causes of mortality,1989,45.3,,,,
Netherlands,Malignant neoplasms of liver,1989,1.6,,,,
Netherlands,"Malignant neoplasms of trachea, bronchus, lung",1989,73.3,,,,
Netherlands,Diseases of the respiratory system,1989,100.1,,,,
Netherlands,Total,1990,1152.5,,,,
Netherlands,Ischaemic heart diseases,1990,198.9,,,,
Netherlands,Diseases of the digestive system,1990,42.7,,,,
Netherlands,Diseases of the nervous system,1990,23,,,,
Netherlands,Malignant neoplasms of pancreas,1990,14.6,,,,
Netherlands,Peptic ulcer,1990,4,,,,
Netherlands,Diseases of the genitourinary system,1990,24.8,,,,
Netherlands,Neoplasms,1990,309,,,,
Netherlands,Accidents,1990,29.6,,,,
Netherlands,Influenza,1990,3.2,,,,
Netherlands,Pneumonia,1990,35.1,,,,
Netherlands,Malignant neoplasms,1990,303.6,,,,
Netherlands,Assault,1990,0.8,,,,
Netherlands,Acute myocardial infarction,1990,153.1,,,,
Netherlands,Leukemia,1990,8.6,,,,
Netherlands,Intentional self-harm,1990,10.3,,,,
Netherlands,Parkinson's disease,1990,10.7,,,,
Netherlands,Diseases of the musculoskeletal system and connective tissue,1990,7.7,,,,
Netherlands,Diseases of the skin and subcutaneous tissue,1990,6,,,,
Netherlands,Malignant melanoma of skin,1990,2.8,,,,
Netherlands,Dementia,1990,9.5,,,,
Netherlands,"Congenital malformations, deformations and chromosomal abnormalities",1990,4.9,,,,
Netherlands,Certain infectious and parasitic diseases,1990,9.1,,,,
Netherlands,Mental and behavioural disorders,1990,10.8,,,,
Netherlands,Malignant neoplasms of stomach,1990,18.5,,,,
Netherlands,Chronic obstructive pulmonary diseases,1990,54.9,,,,
Netherlands,Certain conditions originating in the perinatal period,1990,3.7,,,,
Netherlands,Diabetes mellitus,1990,33.6,,,,
Netherlands,Tuberculosis,1990,0.2,,,,
Netherlands,Accidental falls,1990,15.7,,,,
Netherlands,Transport Accidents,1990,9.5,,,,
Netherlands,Diseases of the circulatory system,1990,472.7,,,,
Netherlands,Chronic liver diseases and cirrhosis,1990,5.8,,,,
Netherlands,Cerebrovascular diseases,1990,116.1,,,,
Netherlands,Diseases of the blood and blood-forming organs,1990,5.6,,,,
Netherlands,Malignant neoplasms of bladder,1990,10.1,,,,
Netherlands,"Symptoms, signs, ill-defined causes",1990,48.2,,,,
Netherlands,Accidental poisoning,1990,0.3,,,,
Netherlands,HIV-AIDS,1990,1.8,,,,
Netherlands,"Endocrine, nutritional and metabolic diseases",1990,43.6,,,,
Netherlands,Hodgkin’s disease,1990,1.1,,,,
Netherlands,"Malignant neoplasms of colon, rectum and anus",1990,34.6,,,,
Netherlands,External causes of mortality,1990,41.9,,,,
Netherlands,Malignant neoplasms of liver,1990,1.3,,,,
Netherlands,"Malignant neoplasms of trachea, bronchus, lung",1990,69.7,,,,
Netherlands,Diseases of the respiratory system,1990,100.5,,,,
Netherlands,Total,1991,1142.3,,,,
Netherlands,Ischaemic heart diseases,1991,190.7,,,,
Netherlands,Diseases of the digestive system,1991,42.6,,,,
Netherlands,Diseases of the nervous system,1991,23.7,,,,
Netherlands,Malignant neoplasms of pancreas,1991,14.3,,,,
Netherlands,Peptic ulcer,1991,4.2,,,,
Netherlands,Diseases of the genitourinary system,1991,23.8,,,,
Netherlands,Neoplasms,1991,309.4,,,,
Netherlands,Accidents,1991,29.1,,,,
Netherlands,Influenza,1991,1.5,,,,
Netherlands,Pneumonia,1991,35.9,,,,
Netherlands,Malignant neoplasms,1991,302.4,,,,
Netherlands,Assault,1991,1.1,,,,
Netherlands,Acute myocardial infarction,1991,147.9,,,,
Netherlands,Leukemia,1991,8.7,,,,
Netherlands,Diseases of the musculoskeletal system and connective tissue,1991,7.7,,,,
Netherlands,Intentional self-harm,1991,11.3,,,,
Netherlands,Parkinson's disease,1991,11.2,,,,
Netherlands,Diseases of the skin and subcutaneous tissue,1991,6,,,,
Netherlands,Malignant melanoma of skin,1991,3,,,,
Netherlands,Dementia,1991,12.3,,,,
Netherlands,"Congenital malformations, deformations and chromosomal abnormalities",1991,4.5,,,,
Netherlands,Certain infectious and parasitic diseases,1991,9.6,,,,
Netherlands,Certain conditions originating in the perinatal period,1991,3.5,,,,
Netherlands,Mental and behavioural disorders,1991,13.9,,,,
Netherlands,Malignant neoplasms of stomach,1991,18.4,,,,
Netherlands,Chronic obstructive pulmonary diseases,1991,54.5,,,,
Netherlands,Diabetes mellitus,1991,31,,,,
Netherlands,Tuberculosis,1991,0.3,,,,
Netherlands,Accidental falls,1991,15.8,,,,
Netherlands,Transport Accidents,1991,9,,,,
Netherlands,Diseases of the circulatory system,1991,466.7,,,,
Netherlands,Chronic liver diseases and cirrhosis,1991,5.9,,,,
Netherlands,Cerebrovascular diseases,1991,116.4,,,,
Netherlands,Diseases of the blood and blood-forming organs,1991,5.1,,,,
Netherlands,Malignant neoplasms of bladder,1991,9.4,,,,
Netherlands,"Symptoms, signs, ill-defined causes",1991,46.7,,,,
Netherlands,Accidental poisoning,1991,0.5,,,,
Netherlands,HIV-AIDS,1991,1.9,,,,
Netherlands,"Endocrine, nutritional and metabolic diseases",1991,40.1,,,,
Netherlands,Hodgkin’s disease,1991,0.8,,,,
Netherlands,"Malignant neoplasms of colon, rectum and anus",1991,35.5,,,,
Netherlands,External causes of mortality,1991,42.3,,,,
Netherlands,Malignant neoplasms of liver,1991,1.4,,,,
Netherlands,"Malignant neoplasms of trachea, bronchus, lung",1991,70.2,,,,
Netherlands,Diseases of the respiratory system,1991,98.5,,,,
Netherlands,Total,1992,1123.1,,,,
Netherlands,Ischaemic heart diseases,1992,181.6,,,,
Netherlands,Diseases of the digestive system,1992,43.8,,,,
Netherlands,Diseases of the nervous system,1992,22.6,,,,
Netherlands,Malignant neoplasms of pancreas,1992,14.2,,,,
Netherlands,Peptic ulcer,1992,4.3,,,,
Netherlands,Diseases of the genitourinary system,1992,22.6,,,,
Netherlands,Neoplasms,1992,309.6,,,,
Netherlands,Accidents,1992,28.7,,,,
Netherlands,Influenza,1992,1.3,,,,
Netherlands,Pneumonia,1992,32.5,,,,
Netherlands,Malignant neoplasms,1992,300.6,,,,
Netherlands,Assault,1992,1.2,,,,
Netherlands,Acute myocardial infarction,1992,139.3,,,,
Netherlands,Leukemia,1992,9,,,,
Netherlands,Diseases of the musculoskeletal system and connective tissue,1992,7.5,,,,
Netherlands,Intentional self-harm,1992,11,,,,
Netherlands,Parkinson's disease,1992,9.9,,,,
Netherlands,Diseases of the skin and subcutaneous tissue,1992,4.9,,,,
Netherlands,Malignant melanoma of skin,1992,3,,,,
Netherlands,Dementia,1992,18.7,,,,
Netherlands,"Congenital malformations, deformations and chromosomal abnormalities",1992,4.5,,,,
Netherlands,Certain infectious and parasitic diseases,1992,10.5,,,,
Netherlands,Certain conditions originating in the perinatal period,1992,3.2,,,,
Netherlands,Mental and behavioural disorders,1992,20.4,,,,
Netherlands,Malignant neoplasms of stomach,1992,18.1,,,,
Netherlands,Chronic obstructive pulmonary diseases,1992,48.8,,,,
Netherlands,Diabetes mellitus,1992,27.7,,,,
Netherlands,Tuberculosis,1992,0.3,,,,
Netherlands,Accidental falls,1992,14.9,,,,
Netherlands,Transport Accidents,1992,9.6,,,,
Netherlands,Diseases of the circulatory system,1992,456.3,,,,
Netherlands,Chronic liver diseases and cirrhosis,1992,6.1,,,,
Netherlands,Cerebrovascular diseases,1992,116.6,,,,
Netherlands,Diseases of the blood and blood-forming organs,1992,4.9,,,,
Netherlands,Malignant neoplasms of bladder,1992,9.5,,,,
Netherlands,"Symptoms, signs, ill-defined causes",1992,46.7,,,,
Netherlands,Accidental poisoning,1992,0.4,,,,
Netherlands,HIV-AIDS,1992,2.6,,,,
Netherlands,"Endocrine, nutritional and metabolic diseases",1992,37.7,,,,
Netherlands,Hodgkin’s disease,1992,0.7,,,,
Netherlands,"Malignant neoplasms of colon, rectum and anus",1992,34.5,,,,
Netherlands,External causes of mortality,1992,41.5,,,,
Netherlands,Malignant neoplasms of liver,1992,1.3,,,,
Netherlands,"Malignant neoplasms of trachea, bronchus, lung",1992,69.8,,,,
Netherlands,Diseases of the respiratory system,1992,88.9,,,,
Netherlands,Total,1993,1177.2,,,,
Netherlands,Ischaemic heart diseases,1993,187.9,,,,
Netherlands,Diseases of the digestive system,1993,43.5,,,,
Netherlands,Diseases of the nervous system,1993,17.7,,,,
Netherlands,Malignant neoplasms of pancreas,1993,13.3,,,,
Netherlands,Peptic ulcer,1993,4.3,,,,
Netherlands,Diseases of the genitourinary system,1993,24.9,,,,
Netherlands,Neoplasms,1993,308.1,,,,
Netherlands,Accidents,1993,26.8,,,,
Netherlands,Influenza,1993,6.1,,,,
Netherlands,Pneumonia,1993,48.6,,,,
Netherlands,Assault,1993,1.2,,,,
Netherlands,Malignant neoplasms,1993,300.6,,,,
Netherlands,Acute myocardial infarction,1993,143.6,,,,
Netherlands,Leukemia,1993,8.8,,,,
Netherlands,Diseases of the musculoskeletal system and connective tissue,1993,6.8,,,,
Netherlands,Intentional self-harm,1993,10.5,,,,
Netherlands,Parkinson's disease,1993,6.8,,,,
Netherlands,Diseases of the skin and subcutaneous tissue,1993,4.8,,,,
Netherlands,Malignant melanoma of skin,1993,2.9,,,,
Netherlands,Dementia,1993,27.2,,,,
Netherlands,"Congenital malformations, deformations and chromosomal abnormalities",1993,4.3,,,,
Netherlands,Certain infectious and parasitic diseases,1993,12.3,,,,
